contract_transaction_unique_key,award_id_piid,recipient_name,awarding_agency_name,awarding_sub_agency_name,product_or_service_code_description,naics_description,action_date,federal_action_obligation,total_dollars_obligated,extent_competed,type_of_contract_pricing,award_type
3600_-NONE-_36C24424P0231_P00001_-NONE-_0,36C24424P0231,"PROSTHETIC INNOVATIONS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-29,-12463.65,0.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24424P0472_0_-NONE-_0,36C24424P0472,BEACON POINT ASSOCIATES LLC,Department of Veterans Affairs,Department of Veterans Affairs,EDUCATION/TRAINING- OTHER,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",2024-04-05,17093.28,17093.28,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24520C0128_P00006_-NONE-_0,36C24520C0128,"CANON MEDICAL SYSTEMS USA, INC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-04-16,319275.0,1085194.2,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24524P0111_0_-NONE-_0,36C24524P0111,"ALLIANT ENTERPRISES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2023-11-07,16544.61,16544.61,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24524P0257_P00001_-NONE-_0,36C24524P0257,"ALCON VISION, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-01-31,-3886.2,19792.01,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24621P1518_P00005_-NONE-_0,36C24621P1518,CUNA SUPPLY LLC,Department of Veterans Affairs,Department of Veterans Affairs,"DRAPERIES, AWNINGS, AND SHADES",BLIND AND SHADE MANUFACTURING,2024-01-12,0.0,77056.65,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24624P0181_0_-NONE-_0,36C24624P0181,"MECHANICAL SOLUTIONS, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",WATER SUPPLY AND IRRIGATION SYSTEMS,2023-11-09,10460.0,10460.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24624P0983_0_-NONE-_0,36C24624P0983,CYTOPATH BIOPSY LAB INC,Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- LABORATORY TESTING,TESTING LABORATORIES AND SERVICES,2024-04-04,22000.0,22000.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24722P0313_P00002_-NONE-_0,36C24722P0313,"SUPRAVISTA MEDICAL DSS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,SOFTWARE PUBLISHERS,2023-11-06,51916.8,149836.8,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24724C0078_0_-NONE-_0,36C24724C0078,SEMPER TEK INC,Department of Veterans Affairs,Department of Veterans Affairs,MAINTENANCE OF HOSPITALS AND INFIRMARIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2024-08-26,1741953.0,1741953.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24823P0007_P00006_-NONE-_0,36C24823P0007,CEPHEID,Department of Veterans Affairs,Department of Veterans Affairs,CHEMICAL ANALYSIS INSTRUMENTS,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2024-07-10,92168.0,1907841.62,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P0795_0_-NONE-_0,36C24824P0795,SIEMENS INDUSTRY INC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",FACILITIES SUPPORT SERVICES,2024-03-05,150000.0,150000.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25022P1451_P00003_-NONE-_0,36C25022P1451,"OHIO AMBULANCE SOLUTIONS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,AMBULANCE SERVICES,2024-05-03,933517.47,5149503.31,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25024P0762_0_-NONE-_0,36C25024P0762,HURON VALLEY AMBULANCE INC,Department of Veterans Affairs,Department of Veterans Affairs,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,AMBULANCE SERVICES,2024-04-20,595495.0,595495.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25024P1077_0_-NONE-_0,36C25024P1077,TOBII DYNAVOX LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-04-18,16626.74,16626.74,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25024P1715_0_-NONE-_0,36C25024P1715,PHILIPS NORTH AMERICA LLC,Department of Veterans Affairs,Department of Veterans Affairs,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,2024-08-15,45304.56,45304.56,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C10G22C0008_P00004_-NONE-_0,36C10G22C0008,HUNTSVILLE REHABILITATION FOUNDATION,Department of Veterans Affairs,Department of Veterans Affairs,FLAGS AND PENNANTS,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,2024-08-07,4938485.76,15011343.36,NOT AVAILABLE FOR COMPETITION,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,DEFINITIVE CONTRACT
3600_-NONE-_36C24120C0042_P00005_-NONE-_0,36C24120C0042,GEO BANCROFT ENGINEERING LLC,Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,ARCHITECTURAL SERVICES,2023-10-18,0.0,1068008.89,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C10B23C0040_P00001_-NONE-_0,36C10B23C0040,TRILLAMED LLC,Department of Veterans Affairs,Department of Veterans Affairs,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,2023-10-25,0.0,7305178.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25219C0110_P00015_-NONE-_0,36C25219C0110,"TOTAL WATER TREATMENT SYSTEMS, INC.",Department of Veterans Affairs,Department of Veterans Affairs,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,2023-11-28,-1560.0,75426.32,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25221C0014_P00004_-NONE-_0,36C25221C0014,PRESS GANEY ASSOCIATES LLC,Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2023-10-31,26643.65,97862.43,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25223C0030_P00002_-NONE-_0,36C25223C0030,UNIVERSITY OF WISCONSIN SYSTEM,Department of Veterans Affairs,Department of Veterans Affairs,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),2024-03-26,8004.0,16008.0,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25223P0451_P00002_-NONE-_0,36C25223P0451,"CLASS 1 AIR, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-01-29,12487.26,42536.22,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25223P1185_P00001_-NONE-_0,36C25223P1185,911INET LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,2024-08-22,23100.0,103375.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24122P0487_P00001_-NONE-_0,36C24122P0487,SOFIE CO.,Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- PHARMACOLOGY,PHARMACEUTICAL PREPARATION MANUFACTURING,2023-12-12,-1664.56,176378.24,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24220C0017_P00003_-NONE-_0,36C24220C0017,"CONCENTRIC GROUP, LLC",Department of Veterans Affairs,Department of Veterans Affairs,CONSTRUCTION OF HOSPITALS AND INFIRMARIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2023-11-29,0.0,439336.85,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25524P0578_0_-NONE-_0,36C25524P0578,BOSTON SCIENTIFIC CORP,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-09-04,10812.0,10812.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25620P1075_P00004_-NONE-_0,36C25620P1075,HOWMEDICA OSTEONICS CORP,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-08-09,118000.0,590000.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25622P1204_P00004_-NONE-_0,36C25622P1204,MILLBROOK SUPPORT SERVICES INC,Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- NURSING,TEMPORARY HELP SERVICES,2024-08-16,-86223.19,6566809.63,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24224P0057_0_-NONE-_0,36C24224P0057,"PROSTHETICS BY NELSON, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2023-10-06,58232.92,58232.92,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24224P0814_0_-NONE-_0,36C24224P0814,IMAGE GUIDED THERAPY,Department of Veterans Affairs,Department of Veterans Affairs,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,2024-05-30,63830.0,63830.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24224P0853_0_-NONE-_0,36C24224P0853,HOWMEDICA OSTEONICS CORP,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2024-03-11,33604.58,33604.58,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24224P1271_P00002_-NONE-_0,36C24224P1271,"DATEX-OHMEDA, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-09-16,1186.67,9730.67,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25722P0591_P00005_-NONE-_0,36C25722P0591,JIVG ENTERPRISES LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2024-03-04,767140.0,2313004.68,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25722P0683_P00003_-NONE-_0,36C25722P0683,"HOLOGIC, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",DIAGNOSTIC IMAGING CENTERS,2024-04-16,181254.0,516419.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P0199_0_-NONE-_0,36C25624P0199,ZOLL LABORATORY SERVICES LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-11-01,10800.0,10800.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25624P1498_0_-NONE-_0,36C25624P1498,BUFFALO SUPPLY INC.,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2024-08-06,12366.0,12366.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25722C0093_P00004_-NONE-_0,36C25722C0093,VALIANT GROUP LLC,Department of Veterans Affairs,Department of Veterans Affairs,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2024-09-23,50325.29,8496875.39,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24423P0185_P00001_-NONE-_0,36C24423P0185,"CAREFUSION SOLUTIONS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER COMPUTER RELATED SERVICES,2024-07-10,-0.08,24751.92,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24424P0005_0_-NONE-_0,36C24424P0005,DATA INNOVATIONS LLC,Department of Veterans Affairs,Department of Veterans Affairs,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",SOFTWARE PUBLISHERS,2023-10-01,15439.39,15439.39,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24424P0414_0_-NONE-_0,36C24424P0414,HOWMEDICA OSTEONICS CORP,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-03-11,22921.64,22921.64,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24121P0022_P00006_-NONE-_0,36C24121P0022,ROMAN CATHOLIC BISHOP OF PORTLAND,Department of Veterans Affairs,Department of Veterans Affairs,SOCIAL- CHAPLAIN,MUSICAL GROUPS AND ARTISTS,2023-10-01,30160.0,95285.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24122P0331_P00006_-NONE-_0,36C24122P0331,RODGERS CARIE S,Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,2024-03-05,-17550.0,26550.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24124P0140_0_-NONE-_0,36C24124P0140,NOVOGENE CORPORATION INC,Department of Veterans Affairs,Department of Veterans Affairs,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2023-12-18,169946.0,169946.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24523C0116_P00001_-NONE-_0,36C24523C0116,"VETERAN OFFICE DESIGN, LLC",Department of Veterans Affairs,Department of Veterans Affairs,MISCELLANEOUS FURNITURE AND FIXTURES,OTHER WAREHOUSING AND STORAGE,2024-06-24,13200.0,66000.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24524C0065_0_-NONE-_0,36C24524C0065,THE JANDOR GROUP LLC,Department of Veterans Affairs,Department of Veterans Affairs,EDUCATION/TRAINING- PERSONNEL TESTING,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,2024-03-28,9100.0,15540.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24524P0654_0_-NONE-_0,36C24524P0654,"CS MEDICAL, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2024-05-24,40233.53,40233.53,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25724P0286_0_-NONE-_0,36C25724P0286,NIKON INSTRUMENTS INC,Department of Veterans Affairs,Department of Veterans Affairs,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,2024-04-11,137868.48,137868.48,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25724P0301_0_-NONE-_0,36C25724P0301,"CARDINAL HEALTH 414, LLC",Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- RADIOLOGY,PHARMACEUTICAL PREPARATION MANUFACTURING,2024-05-02,169815.0,169815.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25920C0088_P00008_-NONE-_0,36C25920C0088,DRAEGER INC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-07-09,-79001.04,1001555.53,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24223C0108_P00001_-NONE-_0,36C24223C0108,EVOQUA WATER TECHNOLOGIES LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-04-12,82485.8,161043.68,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25923C0138_P00001_-NONE-_0,36C25923C0138,TAB SERVICES COMPANY,Department of Veterans Affairs,Department of Veterans Affairs,"EQUIPMENT AND MATERIALS TESTING- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2024-09-06,58590.0,115690.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25924P0022_0_-NONE-_0,36C25924P0022,"UNITED ACCESS, L.L.C.",Department of Veterans Affairs,Department of Veterans Affairs,"VEHICULAR CAB, BODY, AND FRAME STRUCTURAL COMPONENTS",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-10-03,17800.42,17800.42,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26023P0205_P00003_-NONE-_0,36C26023P0205,"COLUMBIACARE SERVICES, INC.",Department of Veterans Affairs,Department of Veterans Affairs,SOCIAL- SOCIAL REHABILITATION,RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES,2024-05-17,-35496.76,254783.38,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24620C0086_P00010_-NONE-_0,36C24620C0086,WAKE FOREST UNIVERSITY HEALTH SCIENCES,Department of Veterans Affairs,Department of Veterans Affairs,CARDIOLOGY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2024-05-20,-285681.0,580740.0,NOT COMPETED,FIXED PRICE WITH ECONOMIC PRICE ADJUSTMENT,DEFINITIVE CONTRACT
3600_-NONE-_36C24623C0026_P00001_-NONE-_0,36C24623C0026,"PATRIOT STRATEGIES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,CONSTRUCTION OF OTHER HOSPITAL BUILDINGS,OTHER BUILDING EQUIPMENT CONTRACTORS,2024-05-20,135655.15,4021885.63,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24224P0785_0_-NONE-_0,36C24224P0785,"REVISION DESIGN, LLC",Department of Veterans Affairs,Department of Veterans Affairs,HOUSEHOLD FURNITURE,INSTITUTIONAL FURNITURE MANUFACTURING,2024-03-20,280160.0,280160.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24422P0900_P00002_-NONE-_0,36C24422P0900,"PROCIRCA, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-09-12,23475.24,67125.48,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24118C0094_P00008_-NONE-_0,36C24118C0094,MASSACHUSETTS DEPARTMENT OF ENVIRONMENTAL PROTECTION,Department of Veterans Affairs,Department of Veterans Affairs,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING,ADMINISTRATION OF AIR AND WATER RESOURCE AND SOLID WASTE MANAGEMENT PROGRAMS,2024-03-20,-1445.0,77815.0,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24121P1298_P00002_-NONE-_0,36C24121P1298,"QUANTEL MEDICAL DEVICE SALES USA, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY",ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,2024-03-19,-2849.0,30450.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26023P1201_P00002_-NONE-_0,36C26023P1201,MIM SOFTWARE INC,Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,SOFTWARE PUBLISHERS,2024-08-28,0.0,67300.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26120P0606_P00009_-NONE-_0,36C26120P0606,MEDICAL GRAPHICS CORPORATION,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-02-21,-11600.0,103530.9,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26122C0006_P00005_-NONE-_0,36C26122C0006,COUNTY OF SANTA CLARA,Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- PROFESSIONAL: LEGAL,LEGAL COUNSEL AND PROSECUTION,2024-03-29,-31944.52,163055.48,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C26123P1755_P00001_-NONE-_0,36C26123P1755,"TECHNICAL SAFETY SERVICES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT,TESTING LABORATORIES AND SERVICES,2024-07-05,46130.0,92260.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24624P1221_0_-NONE-_0,36C24624P1221,FAULKNER/HAYNES & ASSOCIATES INC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,2024-06-12,5525.0,5525.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
